TIPO_PRODUTO;NOME_PRODUTO;DATA_FINALIZACAO_PROCESSO;CATEGORIA_REGULATORIA;NUMERO_REGISTRO_PRODUTO;DATA_VENCIMENTO_REGISTRO;NUMERO_PROCESSO;CLASSE_TERAPEUTICA;EMPRESA_DETENTORA_REGISTRO;SITUACAO_REGISTRO;PRINCIPIO_ATIVO;REGISTRO_VALIDO;ANO_REGISTRO;CLASSE_TERAPEUTICA_NORMALIZADA
MEDICAMENTO;EXPECTRAT;23/08/2010;FITOTERAPICO;107150177.0;2025-01-08;25351423411200916;EXPECTORANTES + FITOTERAPICO SIMPLES;44010437000181 - CAZI QUIMICA FARMACEUTICA INDUSTRIA E COMERCIO LTDA;VALIDO;MIKANIA GLOMERATA SPRENG.;Sim;2025;expectorantes_+_fitoterapico_simples
MEDICAMENTO;EXPECTUSS;17/07/2017;SIMILAR;102351221.0;2027-01-07;25351159254201650;EXPECTORANTES BALSAMICOS E MUCOLITICO;57507378000365 - EMS S/A;VALIDO;CLORIDRATO DE AMBROXOL;Sim;2027;expectorantes_balsamicos_e_mucolitico
MEDICAMENTO;EXTODIN;28/12/2015;SIMILAR;104971393.0;2025-01-12;25351778267201461;HIPNOTICOS;60665981000118 - UNIAO QUIMICA FARMACEUTICA NACIONAL S/A;VALIDO;CLORIDRATO DE DEXMEDETOMIDINA;Sim;2025;hipnoticos
MEDICAMENTO;EXTRALERG;15/10/2001;SIMILAR;117290008.0;2026-01-10;253510027450154;IMUNOMODULADOR;28614626000107 - LABORATORIO DE EXTRATOS ALERGENICOS LTDA;VALIDO;LISADO BACTERIANO;Sim;2026;imunomodulador
MEDICAMENTO;EXTRANEAL;23/03/2009;ESPECIFICO;106830172.0;2029-01-03;25351460407200807;SOLUCOES PARA DIALISE PERITONIAL;49351786000261 - BAXTER HOSPITALAR LTDA;VALIDO;CLORETO DE MAGNESIO HEXAIDRATADO +  CLORETO DE SODIO +  ICODEXTRINA +  LACTATO DE SODIO +  CLORETO DE CALCIO DIIDRATADO;Sim;2029;solucoes_para_dialise_peritonial
MEDICAMENTO;EXTRATO ALERGENICO DE DERIVADOS EPIDERMICOS;24/07/2006;BIOLOGICO;128600004.0;2026-01-07;25351139663200587;ALERGENOS;00749145000190 - FDA ALLERGENIC FARMACEUTICA LTDA - EPP;VALIDO;PROTEINAS;Sim;2026;alergenos
MEDICAMENTO;EXTRATO ALERGENICO BACTERIANO;12/05/2008;BIOLOGICO;128600011.0;2028-01-05;25351358089200726;ALERGENOS;00749145000190 - FDA ALLERGENIC FARMACEUTICA LTDA - EPP;VALIDO;PROTEINAS;Sim;2028;alergenos
MEDICAMENTO;EXTRATO ALERGENICO DE ALIMENTOS;14/08/2006;BIOLOGICO;128600007.0;2026-01-08;25351183265200506;ALERGENOS;00749145000190 - FDA ALLERGENIC FARMACEUTICA LTDA - EPP;VALIDO;PROTEINAS;Sim;2026;alergenos
MEDICAMENTO;EXTRATO ALERGENICO DE INSETOS;14/08/2006;BIOLOGICO;128600005.0;2026-01-08;25351180909200415;ALERGENOS;00749145000190 - FDA ALLERGENIC FARMACEUTICA LTDA - EPP;VALIDO;PROTEINAS;Sim;2026;alergenos
MEDICAMENTO;EXTRATO ALERGENICO DE POLENS DEPOT;12/05/2008;BIOLOGICO;128600010.0;2013-01-05;25351111117200662;ALERGENOS;00749145000190 - FDA ALLERGENIC FARMACEUTICA LTDA - EPP;VALIDO;PROTEINAS;Sim;2013;alergenos
MEDICAMENTO;EXTRATO DE CELULAS TIMICAS;05/01/2001;SIMILAR;117290005.0;2026-01-01;250000179829237;IMUNOMODULADOR;28614626000107 - LABORATORIO DE EXTRATOS ALERGENICOS LTDA;VALIDO;TIMOSTIMULINA;Sim;2026;imunomodulador
MEDICAMENTO;EXTRATOS ALERGENICOS DE ACAROS CONCENTRADOS;15/09/2008;BIOLOGICO;117290013.0;2028-01-09;25351313632200685;ALERGENOS;28614626000107 - LABORATORIO DE EXTRATOS ALERGENICOS LTDA;VALIDO;PROTEINAS;Sim;2028;alergenos
MEDICAMENTO;EZ-TEC99m;12/04/2021;RADIOFARMACO;150920001.0;2031-01-06;25351385232201813;AGENTES DIAGNOSTICOS RADIOATIVOS;02887124000247 - ECKERT & ZIEGLER BRASIL COMERCIAL LTDA;VALIDO;PERTECNETATO DE SODIO (99M TC);Sim;2031;agentes_diagnosticos_radioativos
MEDICAMENTO;EZAFER;28/12/2020;SIMILAR;125680322.0;2030-01-12;25351796825202018;AGENTE QUELANTE DE FERRO;73856593000166 - PRATI DONADUZZI & CIA LTDA;VALIDO;DEFERASIROX;Sim;2030;agente_quelante_de_ferro
MEDICAMENTO;EZET;16/05/2016;SIMILAR;105830785.0;2026-01-05;25351338587201300;ANTILIPEMICOS;45992062000165 - GERMED FARMACEUTICA LTDA;VALIDO;EZETIMIBA;Sim;2026;antilipemicos
MEDICAMENTO;EZETIMIBA;23/03/2015;GENERICO;100470538.0;2025-01-03;25351243530201490;ANTILIPEMICOS;61286647000116 - SANDOZ DO BRASIL INDUSTRIA FARMACEUTICA LTDA;VALIDO;EZETIMIBA;Sim;2025;antilipemicos
MEDICAMENTO;EZETIMIBA;07/03/2016;GENERICO;102351132.0;2026-01-03;25351308043201303;ANTILIPEMICOS;57507378000365 - EMS S/A;VALIDO;EZETIMIBA;Sim;2026;antilipemicos
MEDICAMENTO;EZETIMIBA;16/05/2016;GENERICO;167730407.0;2026-01-05;25351331431201334;ANTILIPEMICOS;05044984000126 - LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA;VALIDO;EZETIMIBA;Sim;2026;antilipemicos
MEDICAMENTO;EZETIMIBA;23/05/2016;GENERICO;105830786.0;2026-01-05;25351331381201319;ANTILIPEMICOS;45992062000165 - GERMED FARMACEUTICA LTDA;VALIDO;EZETIMIBA;Sim;2026;antilipemicos
MEDICAMENTO;EZETIMIBA;30/05/2016;GENERICO;103700686.0;2026-01-05;25351020600201619;ANTILIPEMICOS;17159229000176 - LABORATORIO TEUTO BRASILEIRO S/A;VALIDO;EZETIMIBA;Sim;2026;antilipemicos
MEDICAMENTO;EZETIMIBA;20/06/2016;GENERICO;126750188.0;2026-01-06;25351339114201352;ANTILIPEMICOS;72593791000111 - NOVA QUIMICA FARMACEUTICA S/A;VALIDO;EZETIMIBA;Sim;2026;antilipemicos
MEDICAMENTO;EZETIMIBA;14/12/2020;GENERICO;109740297.0;2025-01-04;25351371541202012;ANTILIPEMICOS;49475833000106 - BIOLAB SANUS FARMACEUTICA LTDA;VALIDO;EZETIMIBA;Sim;2025;antilipemicos
MEDICAMENTO;EZETIMIBA+SINVASTATINA;28/03/2016;GENERICO;102351139.0;2026-01-03;25351644128201312;ANTILIPEMICOS;57507378000365 - EMS S/A;VALIDO;EZETIMIBA +  SINVASTATINA;Sim;2026;antilipemicos
MEDICAMENTO;EZETIMIBA+SINVASTATINA;12/09/2016;GENERICO;105830814.0;2026-01-09;25351666623201311;ANTILIPEMICOS;45992062000165 - GERMED FARMACEUTICA LTDA;VALIDO;EZETIMIBA +  SINVASTATINA;Sim;2026;antilipemicos
MEDICAMENTO;EZETIMIBA+SINVASTATINA;26/09/2016;GENERICO;126750203.0;2026-01-09;25351673083201356;ANTILIPEMICOS;72593791000111 - NOVA QUIMICA FARMACEUTICA S/A;VALIDO;EZETIMIBA +  SINVASTATINA;Sim;2026;antilipemicos
MEDICAMENTO;EZETIMIBA+SINVASTATINA;10/10/2016;GENERICO;167730441.0;2026-01-10;25351657856201373;ANTILIPEMICOS;05044984000126 - LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA;VALIDO;EZETIMIBA +  SINVASTATINA;Sim;2026;antilipemicos
MEDICAMENTO;EZETROL;07/01/2003;NOVO;100290076.0;2028-01-01;25351184920200292;ANTILIPEMICOS;45987013000134 - ORGANON FARMACEUTICA LTDA.;VALIDO;EZETIMIBA;Sim;2028;antilipemicos
MEDICAMENTO;EZONIA;25/10/2021;SIMILAR;100431358.0;2030-01-09;25351843844202121;HIPNOTICOS;61190096000192 - EUROFARMA LABORATORIOS S.A.;VALIDO;ESZOPICLONA;Sim;2030;hipnoticos
MEDICAMENTO;EZOPEN;01/03/1996;SIMILAR;103700091.0;2026-01-03;250000223339546;ANTIVIROTICOS;17159229000176 - LABORATORIO TEUTO BRASILEIRO S/A;VALIDO;ACICLOVIR +  ACICLOVIR SODICO;Sim;2026;antiviroticos
MEDICAMENTO;Eklira;20/05/2019;NOVO;116180280.0;2029-01-05;25351327200201623;ANTICOLINERGICOS;60318797000100 - ASTRAZENECA DO BRASIL LTDA;VALIDO;BROMETO DE ACLIDINIO;Sim;2029;anticolinergicos
MEDICAMENTO;Elaprase;28/09/2020;BIOLOGICO;106390300.0;2028-01-05;25351779252202068;OUTROS PRODS  NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF;60397775000174 - TAKEDA PHARMA LTDA.;VALIDO;IDURSULFASE;Sim;2028;outros_prods__nao_enquadrados_em_classe_terapeutica_especif
MEDICAMENTO;Empliciti;18/12/2017;BIOLOGICO;101800409.0;2027-01-12;25351187215201671;ANTINEOPLASICO;56998982000107 - BRISTOL-MYERS SQUIBB FARMACEUTICA LTDA;VALIDO;ELOTUZUMABE;Sim;2027;antineoplasico
MEDICAMENTO;Enbrel;10/04/2017;BIOLOGICO;102160251.0;2028-01-03;25351099745201749;ANTINFLAMATORIOS;46070868003699 - LABORATORIOS PFIZER LTDA;VALIDO;ETANERCEPTE (TNFR:FC);Sim;2028;antinflamatorios
MEDICAMENTO;Engerix B;15/12/1993;BIOLOGICO;101070083.0;2028-01-03;2500100359787;VACINAS;33247743000110 - GLAXOSMITHKLINE BRASIL LTDA;VALIDO;ANTIGENO DE SUPERFICIE DA HEPATITE B;Sim;2028;vacinas
MEDICAMENTO;Eniagor;10/08/2020;SIMILAR;101180632.0;2030-01-08;25351860605201831;ANTIALOPECIA;62462015000129 - APSEN FARMACEUTICA S/A;VALIDO;MINOXIDIL;Sim;2030;antialopecia
MEDICAMENTO;Enoxalow;02/02/2009;BIOLOGICO;116370071.0;2029-01-02;25351367708200510;ANTITROMBOTICO;58430828000160 - BLAU FARMACEUTICA S.A.;VALIDO;ENOXAPARINA SODICA;Sim;2029;antitrombotico
MEDICAMENTO;Enspryng;21/12/2020;BIOLOGICO;101000671.0;2030-01-12;25351695696201916;IMUNOSSUPRESSORES SELETIVOS;33009945000123 - PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A.;VALIDO;SATRALIZUMABE;Sim;2030;imunossupressores_seletivos
MEDICAMENTO;Entresto;08/05/2017;NOVO;100681141.0;2027-01-05;25351343805201581;AGENTES QUE ATUAM NO SISTEMA RENINA-ANGIOTENSINA;56994502000130 - NOVARTIS BIOCIENCIAS S.A;VALIDO;SACUBITRIL VALSARTANA SODICA HIDRATADA;Sim;2027;agentes_que_atuam_no_sistema_renina-angiotensina
MEDICAMENTO;Epclusa;25/06/2018;NOVO;109290003.0;2028-01-06;25351259781201744;ANTIVIRAIS;15670288000189 - GILEAD SCIENCES FARMACEUTICA DO BRASIL LTDA;VALIDO;VELPATASVIR +  SOFOSBUVIR;Sim;2028;antivirais
MEDICAMENTO;Epiduo;13/10/2009;NOVO;129160068.0;2029-01-10;25351199991200702;PRODUTOS ANTI-ACNE;00317372000146 - GALDERMA BRASIL LTDA;VALIDO;ADAPALENO +  PEROXIDO DE BENZOILA;Sim;2029;produtos_anti-acne
MEDICAMENTO;Epinefrina;11/11/2019;GENERICO;103870078.0;2029-01-11;25351141989201970;;17174657000178 - HYPOFARMA - INSTITUTO DE HYPODERMIA E FARMACIA LTDA;VALIDO;EPINEFRINA;Sim;2029;
MEDICAMENTO;Erelzi;09/12/2019;BIOLOGICO;100470629.0;2034-01-12;25351401559201609;ANTINFLAMATORIOS;61286647000116 - SANDOZ DO BRASIL INDUSTRIA FARMACEUTICA LTDA;VALIDO;ETANERCEPTE;Sim;2034;antinflamatorios
MEDICAMENTO;Erfandel;30/09/2019;NOVO;112363433.0;2029-01-09;25351860423201860;OUTROS AGENTES ANTINEOPLASICOS;51780468000187 - JANSSEN-CILAG FARMACEUTICA LTDA;VALIDO;ERDAFITINIBE;Sim;2029;outros_agentes_antineoplasicos
MEDICAMENTO;Erleada;15/10/2018;NOVO;112363419.0;2028-01-10;25351080392201861;AGENTES ANTINEOPLASICOS + ANTIANDROGENOS;51780468000187 - JANSSEN-CILAG FARMACEUTICA LTDA;VALIDO;APALUTAMIDA;Sim;2028;agentes_antineoplasicos_+_antiandrogenos
MEDICAMENTO;Esbriet;13/06/2016;NOVO;101000663.0;2026-01-06;25351496519201517;OUTROS PRODUTOS PARA O APARELHO RESPIRATORIO;33009945000123 - PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A.;VALIDO;PIRFENIDONA;Sim;2026;outros_produtos_para_o_aparelho_respiratorio
MEDICAMENTO;Espironolactona;14/08/2006;GENERICO;100430952.0;2026-01-08;25351265688200535;DIURETICOS SIMPLES;61190096000192 - EUROFARMA LABORATORIOS S.A.;VALIDO;ESPIRONOLACTONA;Sim;2026;diureticos_simples
MEDICAMENTO;Euflexxa;08/08/2011;BIOLOGICO;128760018.0;2026-01-08;25351103472200928;ANTINFLAMATORIOS ANTIREUMATICOS;74232034000148 - LABORATORIOS FERRING LTDA;VALIDO;HIALURONATO DE SODIO;Sim;2026;antinflamatorios_antireumaticos
MEDICAMENTO;Evenity;14/12/2020;BIOLOGICO;102440018.0;2030-01-12;25351589117201999;OUTROS PRODUTOS COM ACAO NO SISTEMA MUSCULO ESQUELETICO;18774815000193 - AMGEN BIOTECNOLOGIA DO BRASIL LTDA.;VALIDO;ROMOSOZUMABE;Sim;2030;outros_produtos_com_acao_no_sistema_musculo_esqueletico
MEDICAMENTO;Everolimo;23/07/2018;GENERICO;182610002.0;2028-01-07;25351573573201755;AGENTES ANTINEOPLASICOS;08157293000127 - NATCOFARMA DO BRASIL LTDA;VALIDO;EVEROLIMO;Sim;2028;agentes_antineoplasicos
MEDICAMENTO;Exfuno;15/04/2019;SIMILAR;151430041.0;2029-01-04;25351513084201663;ANTIBIOTICOS SISTEMICOS SIMPLES;03978166000175 - DR. REDDYS FARMACEUTICA DO BRASIL LTDA;VALIDO;DAPTOMICINA;Sim;2029;antibioticos_sistemicos_simples
MEDICAMENTO;Extrato Alergenico de Polen;14/08/2006;BIOLOGICO;128600006.0;2026-01-08;25351211387200419;ALERGENOS;00749145000190 - FDA ALLERGENIC FARMACEUTICA LTDA - EPP;VALIDO;PROTEINAS;Sim;2026;alergenos
MEDICAMENTO;Extrato Alergenico de Acaros;16/12/2004;BIOLOGICO;128600001.0;2029-01-12;25351156526200426;ALERGENOS;00749145000190 - FDA ALLERGENIC FARMACEUTICA LTDA - EPP;VALIDO;PROTEINAS;Sim;2029;alergenos
MEDICAMENTO;Eylia;15/10/2012;BIOLOGICO;170560097.0;2027-01-10;25351541054201146;OUTROS MEDICAMENTOS COM ACAO NO APARELHO VISUAL;18459628000115 - BAYER S.A.;VALIDO;AFLIBERCEPTE;Sim;2027;outros_medicamentos_com_acao_no_aparelho_visual
MEDICAMENTO;Ezetimiba;06/04/2020;GENERICO;109170123.0;2030-01-04;25351599568201853;ANTILIPEMICOS;17875154000120 - MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA.;VALIDO;EZETIMIBA;Sim;2030;antilipemicos
MEDICAMENTO;Ezetimiba + Sinvastatina;14/12/2020;GENERICO;109740296.0;2026-01-12;25351371540202078;ANTILIPEMICOS;49475833000106 - BIOLAB SANUS FARMACEUTICA LTDA;VALIDO;EZETIMIBA +  SINVASTATINA;Sim;2026;antilipemicos
MEDICAMENTO;FABRAZYME;10/06/2019;BIOLOGICO;183260331.0;2030-01-04;25351189509201951;ENZIMA PARA REPOSICAO;10588595001092 - SANOFI MEDLEY FARMACEUTICA LTDA.;VALIDO;BETA-AGALSIDASE;Sim;2030;enzima_para_reposicao
MEDICAMENTO;FACOBA;30/11/2020;SIMILAR;167730660.0;2030-01-11;25351367641201820;ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS;05044984000126 - LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA;VALIDO;CLORIDRATO DE MOXIFLOXACINO +  FOSFATO DISSODICO DE DEXAMETASONA;Sim;2030;antinfecciosos_topicos-associacoes_medicamentosas
MEDICAMENTO;FACTANE;24/07/2006;BIOLOGICO;163070002.0;2026-01-07;25351010760200670;OUTROS DERIVADOS DO SANGUE E SUBSTITUTOS;07207572000195 - LFB - HEMODERIVADOS E BIOTECNOLOGIA LTDA;VALIDO;FATOR VIII DE COAGULACAO;Sim;2026;outros_derivados_do_sangue_e_substitutos
MEDICAMENTO;FACTIVE;27/11/2006;NOVO;105730363.0;2026-01-11;25351371243200593;ANTIBIOTICOS SISTEMICOS SIMPLES;60659463002992 - ACHE LABORATORIOS FARMACEUTICOS S.A;VALIDO;MESILATO DE GEMIFLOXACINO;Sim;2026;antibioticos_sistemicos_simples
MEDICAMENTO;FAMOX;21/03/1995;SIMILAR;105730144.0;2028-01-06;2500100403187;ANTIACIDOS E ANTIULCEROSOS;60659463002992 - ACHE LABORATORIOS FARMACEUTICOS S.A;VALIDO;FAMOTIDINA;Sim;2028;antiacidos_e_antiulcerosos
MEDICAMENTO;FAMPYRA;27/05/2013;NOVO;169930003.0;2028-01-05;25351346618201173;OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO;07986222000174 - BIOGEN BRASIL PRODUTOS FARMACEUTICOS LTDA;VALIDO;FAMPRIDINA;Sim;2028;outros_produtos_que_atuam_sobre_o_sistema_nervoso
MEDICAMENTO;FANCICLOVIR;01/07/1999;SIMILAR;101910258.0;2004-01-06;250000210079991;ANTIVIROTICOS;61517397000188 - THERASKIN FARMACEUTICA LTDA.;VALIDO;FANCICLOVIR;Sim;2004;antiviroticos
MEDICAMENTO;FANCLOMAX;18/02/2000;SIMILAR;116370035.0;2025-01-02;250000071289975;ANTIVIROTICOS;58430828000160 - BLAU FARMACEUTICA S.A.;VALIDO;FANCICLOVIR;Sim;2025;antiviroticos
MEDICAMENTO;FANHDI;02/01/2001;SIMILAR;136410003.0;2025-01-12;253510016680099;FRACOES DO SANGUE OU PLASMA EXCETO GAMAGLOBULINA;02513899000171 - GRIFOLS BRASIL LTDA;VALIDO;FATOR VIII DE COAGULACAO;Sim;2025;fracoes_do_sangue_ou_plasma_exceto_gamaglobulina
MEDICAMENTO;FANORM;14/08/2017;SIMILAR;105530380.0;2027-01-08;25351348187201727;ANTIARRITMICOS;56998701000116 - ABBOTT LABORATORIOS DO BRASIL LTDA;VALIDO;CLORIDRATO DE PROPAFENONA;Sim;2027;antiarritmicos
MEDICAMENTO;FAR MANGUINHOS-DIAZEPAM;22/01/2001;SIMILAR;110630065.0;2026-01-01;253510293490057;ANSIOLITICOS SIMPLES;33781055000135 - FUNDACAO OSWALDO CRUZ;VALIDO;DIAZEPAM;Sim;2026;ansioliticos_simples
MEDICAMENTO;FAR- MANGUINHOS ACIDO FOLICO;07/08/1998;ESPECIFICO;110630050.0;2028-01-08;250000009369821;ANTIANEMICOS;33781055000135 - FUNDACAO OSWALDO CRUZ;VALIDO;ACIDO FOLICO;Sim;2028;antianemicos
MEDICAMENTO;FAR-MANGUINHOS CAPTOPRIL;20/11/1997;SIMILAR;110630037.0;2027-01-11;250000084819765;ANTI-HIPERTENSIVOS;33781055000135 - FUNDACAO OSWALDO CRUZ;VALIDO;CAPTOPRIL;Sim;2027;anti-hipertensivos
MEDICAMENTO;FAR-MANGUINHOS PRAZIQUANTEL;04/09/1997;SIMILAR;110630036.0;2027-01-09;250000023089716;ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL;33781055000135 - FUNDACAO OSWALDO CRUZ;VALIDO;PRAZIQUANTEL;Sim;2027;anti-helminticos_do_trato_gastrintestinal
MEDICAMENTO;FAR-MANGUINHOS VITAMINA A;20/07/2001;ESPECIFICO;110630086.0;2026-01-07;253510178040125;VITAMINAS E SUPLEMENTOS MINERAIS;33781055000135 - FUNDACAO OSWALDO CRUZ;VALIDO;PALMITATO DE RETINOL;Sim;2026;vitaminas_e_suplementos_minerais
MEDICAMENTO;FAR-MANGUINHOS ZIDOVUDINA;15/05/1998;SIMILAR;110630048.0;2028-01-05;250000009349803;ANTIVIROTICOS;33781055000135 - FUNDACAO OSWALDO CRUZ;VALIDO;ZIDOVUDINA;Sim;2028;antiviroticos
MEDICAMENTO;FAR-MANGUINHOS-LAMIVUDINA+ZIDOVUDINA;10/02/1999;SIMILAR;110630057.0;2029-01-02;250000008659965;ANTIVIROTICOS;33781055000135 - FUNDACAO OSWALDO CRUZ;VALIDO;LAMIVUDINA +  ZIDOVUDINA;Sim;2029;antiviroticos
MEDICAMENTO;FARLAC;29/11/2010;SIMILAR;178170047.0;2029-01-04;25351651785200910;LAXANTES;61082426000207 - COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;VALIDO;LACTULOSE;Sim;2029;laxantes
MEDICAMENTO;FARMACART;29/05/1998;ESPECIFICO;116880006.0;2028-01-05;250000097259763;PRODUTOS PARA HEMODIALISE;58635830000175 - FARMARIN INDUSTRIA E COMERCIO LTDA;VALIDO;BICARBONATO DE SODIO;Sim;2028;produtos_para_hemodialise
MEDICAMENTO;FARMACE - RINGER;02/03/2000;ESPECIFICO;110850010.0;2025-01-02;2501600012299;REPOSICAO HIDROELETROLITICA E ALIMENTACAO PARENTERAL;06628333000146 - FARMACE INDUSTRIA QUIMICO-FARMACEUTICA CEARENSE LTDA;VALIDO;CLORETO DE CALCIO +  CLORETO DE POTASSIO +  CLORETO DE SODIO;Sim;2025;reposicao_hidroeletrolitica_e_alimentacao_parenteral
MEDICAMENTO;FARMACE -AGUA PARA INJECAO;17/03/2000;ESPECIFICO;110850011.0;2025-01-03;2501600096097;DILUENTES E VEICULOS DE MEDICAMENTOS;06628333000146 - FARMACE INDUSTRIA QUIMICO-FARMACEUTICA CEARENSE LTDA;VALIDO;AGUA PARA INJETAVEIS QSP +  AGUA PARA INJECAO +  AGUA PARA INJECAO;Sim;2025;diluentes_e_veiculos_de_medicamentos
MEDICAMENTO;FARMACE CPHD - FRACAO ACIDA COM CALCIO 2,5 mEq/L;13/01/2014;ESPECIFICO;110850041.0;2029-01-01;25351276705201309;PRODUTOS PARA HEMODIALISE;06628333000146 - FARMACE INDUSTRIA QUIMICO-FARMACEUTICA CEARENSE LTDA;VALIDO;CLORETO DE MAGNESIO HEXAIDRATADO +  CLORETO DE POTASSIO +  CLORETO DE SODIO +  CLORETO DE CALCIO DIIDRATADO +  ACIDO ACETICO;Sim;2029;produtos_para_hemodialise
MEDICAMENTO;FARMACE-GLICOSE;07/02/2000;ESPECIFICO;110850009.0;2025-01-02;2501600012399;REPOSICAO HIDROELETROLITICA E ALIMENTACAO PARENTERAL;06628333000146 - FARMACE INDUSTRIA QUIMICO-FARMACEUTICA CEARENSE LTDA;VALIDO;GLICOSE ANIDRA;Sim;2025;reposicao_hidroeletrolitica_e_alimentacao_parenteral
MEDICAMENTO;FARMACE-GLICOSE 5% SOLUCAO ISOTONICA;30/09/1983;ESPECIFICO;110850022.0;2028-01-09;2500100962083;REPOSICAO HIDROELETROLITICA E ALIMENTACAO PARENTERAL;06628333000146 - FARMACE INDUSTRIA QUIMICO-FARMACEUTICA CEARENSE LTDA;VALIDO;GLICOSE;Sim;2028;reposicao_hidroeletrolitica_e_alimentacao_parenteral
MEDICAMENTO;FARMAFLAN;09/01/2009;SIMILAR;141070070.0;2028-01-12;25351636444200711;ANTINFLAMATORIOS;02501297000102 - PHARLAB INDUSTRIA FARMACEUTICA S.A.;VALIDO;DICLOFENACO DIETILAMONIO;Sim;2028;antinflamatorios
MEDICAMENTO;FARMANGUINHOS - ETIONAMIDA;25/04/2001;SIMILAR;110630078.0;2026-01-04;253510045670179;TUBERCULOSTATICOS;33781055000135 - FUNDACAO OSWALDO CRUZ;VALIDO;ETIONAMIDA;Sim;2026;tuberculostaticos
MEDICAMENTO;FARMANGUINHOS - FENOBARBITAL;25/04/2001;SIMILAR;110630081.0;2026-01-04;253510045680131;ANTICONVULSIVANTES;33781055000135 - FUNDACAO OSWALDO CRUZ;VALIDO;FENOBARBITAL;Sim;2026;anticonvulsivantes
MEDICAMENTO;FARMANGUINHOS - ISONIAZIDA;25/04/2001;SIMILAR;110630073.0;2026-01-04;253510045690102;TUBERCULOSTATICOS;33781055000135 - FUNDACAO OSWALDO CRUZ;VALIDO;ISONIAZIDA;Sim;2026;tuberculostaticos
MEDICAMENTO;FARMANGUINHOS - NEVIRAPINA;23/06/2000;SIMILAR;110630063.0;2025-01-06;253510105560056;ANTIVIROTICOS;33781055000135 - FUNDACAO OSWALDO CRUZ;VALIDO;NEVIRAPINA;Sim;2025;antiviroticos
MEDICAMENTO;FARMANGUINHOS -LAMIVUDINA;10/02/1999;SIMILAR;110630056.0;2029-01-02;250000008669928;ANTIVIROTICOS;33781055000135 - FUNDACAO OSWALDO CRUZ;VALIDO;LAMIVUDINA;Sim;2029;antiviroticos
MEDICAMENTO;FARMANGUINHOS OSELTAMIVIR;29/07/2009;SIMILAR;110630127.0;2029-01-07;25351379184200962;ANTIVIROTICOS;33781055000135 - FUNDACAO OSWALDO CRUZ;VALIDO;FOSFATO DE OSELTAMIVIR;Sim;2029;antiviroticos
MEDICAMENTO;FARMANGUINHOS PRIMAQUINA;27/07/2020;NOVO;110630152.0;2030-01-07;25351668686201908;ANTIMALARICOS;33781055000135 - FUNDACAO OSWALDO CRUZ;VALIDO;DIFOSFATO DE PRIMAQUINA;Sim;2030;antimalaricos
MEDICAMENTO;FARMANGUINHOS SULFATO FERROSO;15/12/2014;ESPECIFICO;110630141.0;2029-01-12;25351635574201341;ANTIANEMICOS SIMPLES;33781055000135 - FUNDACAO OSWALDO CRUZ;VALIDO;SULFATO FERROSO;Sim;2029;antianemicos_simples
MEDICAMENTO;FARMARIN CPHD;21/01/1998;ESPECIFICO;116880004.0;2028-01-01;250000294669689;PRODUTOS PARA HEMODIALISE;58635830000175 - FARMARIN INDUSTRIA E COMERCIO LTDA;VALIDO;CLORETO DE CALCIO +  CLORETO DE MAGNESIO +  CLORETO DE MAGNESIO HEXAIDRATADO +  CLORETO DE POTASSIO +  CLORETO DE SODIO +  DEXTROSE ANIDRA +  GLICOSE +  ACIDO ACETICO +  ACIDO ACETICO GLACIAL;Sim;2028;produtos_para_hemodialise
MEDICAMENTO;FARMOXICAM;01/10/2001;SIMILAR;141070043.0;2026-01-10;250000427439964;ANTINFLAMATORIOS;02501297000102 - PHARLAB INDUSTRIA FARMACEUTICA S.A.;VALIDO;PIROXICAM;Sim;2026;antinflamatorios
MEDICAMENTO;FASENRA;04/06/2018;BIOLOGICO;116180267.0;2028-01-06;25351111862201708;OUTROS ANTIALERGICOS;60318797000100 - ASTRAZENECA DO BRASIL LTDA;VALIDO;BENRALIZUMABE;Sim;2028;outros_antialergicos
MEDICAMENTO;FASLODEX;27/05/2003;NOVO;116180114.0;2028-01-05;253510355730196;ANTINEOPLASICO;60318797000100 - ASTRAZENECA DO BRASIL LTDA;VALIDO;FULVESTRANTO;Sim;2028;antineoplasico
MEDICAMENTO;FASTFEN;12/01/1998;SIMILAR;102980216.0;2028-01-01;250000328629684;ANALGESICOS NARCOTICOS;44734671000151 - CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA.;VALIDO;CITRATO DE SUFENTANILA;Sim;2028;analgesicos_narcoticos
